label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_7
102L,0.4,,0.381818182,0.345454545,0.363636364,0.272727273
102L,0.781818182,0.727272727,0.363636364,0.563636364,0.363636364,0.4
102L,0.672727273,0.727272727,0.436363636,0.509090909,0.363636364,0.363636364
102L,0.672727273,0.763636364,0.472727273,0.4,0.254545455,0.254545455
102L,0.727272727,0.672727273,0.490909091,0.418181818,0.254545455,0.236363636
102L,0.727272727,0.6,0.418181818,0.4,0.363636364,0.236363636
102L,0.309090909,0.763636364,0.381818182,0.345454545,0.418181818,0.345454545
102L,0.309090909,0.672727273,0.436363636,0.509090909,0.418181818,0.345454545
102L,0.6,0.563636364,0.436363636,0.236363636,0.418181818,0.254545455
102L,0.672727273,0.727272727,0.527272727,0.490909091,0.418181818,0.309090909
102L,0.436363636,0.690909091,0.527272727,0.181818182,0.363636364,0.4
102L,0.581818182,0.690909091,0.4,0.181818182,0.327272727,0.4
102L,0.618181818,0.709090909,0.509090909,0.290909091,0.327272727,0.254545455
102L,0.618181818,0.690909091,0.381818182,0.290909091,0.236363636,0.254545455
102L,0.527272727,0.690909091,0.363636364,0.290909091,0.236363636,0.418181818
102L,0.727272727,0.618181818,0.527272727,0.236363636,0.236363636,0.418181818
102L,0.672727273,0.618181818,0.454545455,0.254545455,0.2,0.309090909
102L,0.672727273,0.745454545,0.454545455,0.254545455,0.309090909,0.309090909
102L,0.672727273,0.709090909,0.381818182,0.345454545,0.436363636,0.309090909
102L,0.672727273,0.6,0.381818182,0.254545455,0.381818182,0.309090909
102L,0.636363636,0.727272727,0.381818182,0.490909091,0.363636364,0.309090909
102L,0.636363636,0.690909091,,0.418181818,0.345454545,0.363636364
102L,0.745454545,0.654545455,0.218181818,0.418181818,0.090909091,0.309090909
102L,0.618181818,0.654545455,0.345454545,0.418181818,0.418181818,0.309090909
102R,0.654545455,0.636363636,0.545454545,0.436363636,,0.290909091
102R,0.454545455,0.581818182,0.381818182,0.436363636,0.436363636,0.254545455
102R,0.454545455,0.690909091,0.472727273,0.327272727,0.436363636,0.254545455
102R,0.563636364,0.545454545,0.490909091,0.363636364,0.436363636,0.254545455
102R,0.509090909,0.545454545,0.272727273,0.363636364,0.454545455,0.309090909
102R,0.509090909,0.618181818,0.490909091,0.363636364,0.454545455,0.327272727
102R,0.545454545,0.690909091,0.527272727,0.363636364,0.363636364,0.236363636
102R,0.545454545,0.654545455,0.527272727,0.4,0.363636364,0.236363636
102R,0.654545455,0.6,0.472727273,0.363636364,0.363636364,0.309090909
102R,0.509090909,0.690909091,0.509090909,0.290909091,0.363636364,0.254545455
102R,0.545454545,0.654545455,0.309090909,0.418181818,,0.309090909
102R,0.690909091,0.581818182,0.4,0.327272727,0.272727273,0.309090909
102R,0.690909091,0.672727273,0.4,0.327272727,0.436363636,0.290909091
102R,0.690909091,0.654545455,0.4,0.327272727,0.272727273,0.290909091
102R,0.509090909,0.581818182,0.4,0.327272727,0.236363636,0.272727273
102R,0.509090909,0.581818182,0.472727273,0.327272727,0.436363636,0.327272727
102R,0.654545455,0.672727273,0.490909091,0.363636364,0.272727273,0.327272727
102R,0.654545455,0.636363636,0.381818182,0.363636364,0.145454545,0.218181818
102R,0.509090909,0.563636364,0.490909091,0.309090909,0.436363636,0.363636364
102R,0.527272727,0.6,0.4,0.472727273,0.436363636,0.363636364
102R,0.636363636,0.690909091,0.327272727,0.381818182,0.436363636,0.218181818
102R,0.545454545,0.690909091,0.527272727,0.381818182,0.436363636,0.345454545
102R,0.581818182,0.490909091,0.527272727,0.454545455,,0.345454545
102R,0.690909091,0.727272727,0.490909091,0.527272727,0.436363636,0.345454545
103,0.436363636,0.436363636,,0.436363636,0.418181818,0.436363636
103,0.436363636,0.436363636,0.272727273,0.436363636,0.436363636,0.345454545
103,0.636363636,0.436363636,0.436363636,0.436363636,0.436363636,0.345454545
103,0.490909091,0.6,0.436363636,0.418181818,0.436363636,0.345454545
103,0.636363636,0.509090909,0.472727273,0.418181818,0.454545455,0.345454545
103,0.563636364,0.581818182,0.472727273,0.563636364,0.4,0.290909091
103,0.563636364,0.581818182,0.472727273,0.490909091,0.381818182,0.309090909
103,0.563636364,0.581818182,0.472727273,0.509090909,0.509090909,0.309090909
103,0.690909091,0.581818182,0.563636364,0.454545455,0.436363636,0.254545455
103,0.636363636,0.581818182,0.290909091,0.472727273,0.4,0.254545455
103,0.509090909,0.581818182,0.563636364,0.472727273,0.309090909,0.254545455
103,0.509090909,,0.6,0.472727273,0.309090909,0.254545455
103,0.509090909,,0.6,0.418181818,0.454545455,0.345454545
103,0.654545455,0.436363636,0.6,0.218181818,0.472727273,0.345454545
103,0.163636364,0.436363636,0.436363636,0.327272727,0.309090909,0.345454545
103,0.563636364,0.6,0.309090909,0.436363636,0.418181818,0.218181818
103,0.672727273,0.527272727,0.509090909,0.490909091,0.381818182,0.218181818
103,0.672727273,0.527272727,0.545454545,0.490909091,0.327272727,0.436363636
103,0.490909091,0.527272727,0.218181818,0.490909091,0.327272727,0.436363636
103,0.672727273,0.527272727,0.454545455,0.509090909,0.327272727,0.436363636
103,0.672727273,,0.490909091,0.490909091,0.272727273,0.436363636
103,0.672727273,0.654545455,0.381818182,0.490909091,0.472727273,0.218181818
103,0.654545455,0.618181818,0.381818182,0.490909091,0.436363636,0.218181818
103,0.690909091,0.672727273,0.581818182,0.490909091,0.490909091,0.363636364
103L,0.618181818,0.672727273,0.509090909,0.490909091,0.381818182,0.327272727
103L,0.618181818,0.454545455,0.4,0.236363636,0.381818182,0.345454545
103L,0.4,0.672727273,0.418181818,0.490909091,0.472727273,0.327272727
103L,0.4,0.672727273,0.472727273,0.509090909,0.472727273,0.254545455
103L,0.636363636,0.672727273,0.090909091,0.509090909,0.472727273,0.290909091
103L,0.636363636,0.672727273,0.454545455,0.436363636,0.472727273,0.436363636
103L,0.636363636,0.563636364,0.436363636,0.4,,0.418181818
103L,0.636363636,0.563636364,0.418181818,0.4,0.309090909,0.4
103L,,0.472727273,0.418181818,0.436363636,0.472727273,0.4
103L,0.490909091,0.618181818,0.418181818,0.490909091,0.327272727,0.4
103L,0.490909091,0.618181818,0.418181818,0.527272727,0.327272727,0.309090909
103L,0.490909091,0.618181818,0.418181818,0.527272727,0.363636364,0.309090909
103L,0.618181818,0.618181818,,0.509090909,0.345454545,0.363636364
103L,0.545454545,0.618181818,0.363636364,0.509090909,0.345454545,0.436363636
103L,0.581818182,0.618181818,0.527272727,0.436363636,0.345454545,0.290909091
103L,0.581818182,0.709090909,0.545454545,0.490909091,0.309090909,0.363636364
103L,0.581818182,0.709090909,0.545454545,0.490909091,0.4,0.363636364
103L,0.581818182,0.636363636,0.363636364,0.472727273,0.381818182,0.363636364
103L,0.636363636,0.472727273,0.345454545,0.509090909,0.4,0.363636364
103L,0.636363636,0.472727273,0.509090909,0.509090909,0.418181818,0.272727273
103L,0.563636364,0.6,0.509090909,0.4,0.418181818,0.363636364
103L,0.563636364,0.581818182,0.4,0.472727273,0.418181818,0.436363636
103L,0.581818182,0.581818182,0.4,0.436363636,0.236363636,0.327272727
103L,0.636363636,0.581818182,0.436363636,0.509090909,0.363636364,0.254545455
103L,0.636363636,0.545454545,0.4,0.509090909,0.363636364,0.454545455
103R,0.654545455,0.672727273,0.509090909,0.181818182,,0.327272727
103R,0.636363636,0.690909091,0.563636364,0.4,,0.345454545
103R,0.618181818,0.672727273,0.563636364,0.454545455,0.363636364,0.290909091
103R,0.727272727,0.545454545,0.454545455,0.418181818,0.363636364,0.436363636
103R,0.690909091,0.618181818,0.509090909,0.418181818,0.4,0.4
103R,0.654545455,0.509090909,0.363636364,0.527272727,0.418181818,0.2
103R,0.672727273,0.618181818,0.436363636,0.472727273,0.418181818,0.454545455
103R,0.672727273,0.490909091,0.436363636,0.418181818,0.418181818,0.436363636
103R,0.636363636,0.490909091,0.563636364,0.418181818,0.4,0.4
103R,0.672727273,0.636363636,0.4,0.418181818,0.418181818,0.4
103R,0.672727273,0.654545455,0.4,0.363636364,0.290909091,0.4
103R,0.6,0.6,0.563636364,0.345454545,0.290909091,0.381818182
103R,0.581818182,0.6,0.4,0.545454545,0.290909091,0.381818182
103R,0.581818182,0.6,0.4,0.472727273,0.381818182,0.381818182
103R,0.636363636,0.545454545,0.563636364,0.436363636,0.309090909,0.363636364
103R,0.636363636,0.527272727,0.472727273,0.436363636,0.418181818,0.218181818
103R,0.581818182,0.618181818,0.418181818,0.509090909,0.4,0.4
103R,0.781818182,0.6,0.418181818,0.327272727,0.327272727,0.436363636
103R,0.727272727,0.290909091,0.6,0.327272727,0.363636364,0.327272727
103R,0.618181818,0.563636364,0.545454545,0.454545455,0.4,0.327272727
103R,0.527272727,0.563636364,0.472727273,0.472727273,0.4,0.436363636
103R,0.4,0.563636364,0.527272727,0.472727273,0.363636364,0.4
103R,0.636363636,0.672727273,0.490909091,0.4,0.363636364,0.363636364
103R,0.563636364,0.545454545,0.527272727,0.418181818,0.327272727,0.363636364
104,0.690909091,0.618181818,0.818181818,0.363636364,0.545454545,0.345454545
104,0.690909091,0.763636364,0.563636364,0.545454545,0.545454545,0.436363636
104,0.709090909,0.618181818,0.563636364,0.545454545,0.418181818,0.436363636
104,0.727272727,0.690909091,0.563636364,0.527272727,0.381818182,0.4
104,0.690909091,0.581818182,0.563636364,0.527272727,0.490909091,0.309090909
104,0.563636364,0.581818182,0.581818182,0.527272727,0.490909091,0.436363636
104,0.727272727,0.690909091,0.581818182,0.490909091,0.4,0.327272727
104,0.727272727,0.672727273,0.581818182,0.490909091,0.363636364,0.4
104,0.727272727,0.672727273,0.490909091,0.563636364,0.363636364,0.4
104,0.763636364,0.690909091,0.490909091,0.563636364,0.363636364,0.4
104,0.763636364,0.709090909,0.527272727,0.563636364,0.454545455,0.309090909
104,0.563636364,0.709090909,0.454545455,0.4,0.436363636,0.4
104,0.636363636,0.709090909,0.490909091,0.4,0.436363636,0.4
104,0.636363636,0.672727273,0.490909091,0.4,0.454545455,0.4
104,0.636363636,0.690909091,0.418181818,0.454545455,0.290909091,0.290909091
104,0.745454545,0.690909091,0.509090909,0.472727273,0.490909091,0.309090909
104,0.6,0.709090909,0.509090909,0.436363636,0.454545455,0.309090909
104,0.672727273,0.709090909,0.545454545,0.436363636,0.436363636,0.363636364
104,0.672727273,0.636363636,0.581818182,0.436363636,0.490909091,0.381818182
104,0.672727273,0.672727273,0.509090909,0.436363636,0.490909091,0.381818182
104,0.436363636,0.418181818,0.509090909,0.490909091,0.490909091,0.381818182
104,0.436363636,0.727272727,0.509090909,0.490909091,0.490909091,0.381818182
104,0.618181818,0.654545455,0.509090909,0.472727273,0.418181818,0.381818182
104,0.545454545,0.618181818,0.527272727,0.545454545,0.418181818,0.381818182
104,0.563636364,0.745454545,0.527272727,0.218181818,0.418181818,0.381818182
104,0.563636364,0.654545455,0.509090909,0.218181818,0.418181818,0.381818182
104,0.690909091,0.6,0.581818182,0.545454545,,0.381818182
104L,0.272727273,0.763636364,0.527272727,0.509090909,0.418181818,0.272727273
104L,0.272727273,0.763636364,0.527272727,0.490909091,0.418181818,0.272727273
104L,,0.563636364,0.509090909,0.490909091,0.418181818,0.345454545
104L,,0.727272727,0.618181818,0.490909091,0.290909091,0.345454545
104L,0.654545455,0.672727273,0.545454545,0.4,0.181818182,0.345454545
104L,0.654545455,0.727272727,0.545454545,0.472727273,0.181818182,0.345454545
104L,0.654545455,0.545454545,0.636363636,0.363636364,0.327272727,
104L,0.636363636,0.545454545,0.636363636,0.472727273,0.309090909,
104L,0.636363636,0.763636364,0.636363636,0.472727273,0.254545455,
104L,0.709090909,0.6,0.636363636,0.363636364,0.254545455,0.254545455
104L,0.654545455,0.581818182,,0.436363636,0.254545455,0.363636364
104L,0.654545455,0.727272727,0.636363636,0.490909091,0.345454545,0.254545455
104L,0.618181818,0.727272727,0.4,0.490909091,0.490909091,0.218181818
104L,0.672727273,0.581818182,0.509090909,0.563636364,0.490909091,0.218181818
104L,0.709090909,0.581818182,0.6,0.4,0.418181818,0.290909091
104L,0.654545455,0.581818182,0.418181818,0.4,0.418181818,0.290909091
104L,0.654545455,0.672727273,0.418181818,0.345454545,0.418181818,0.290909091
104L,0.654545455,0.727272727,0.618181818,0.254545455,0.436363636,0.163636364
104L,0.636363636,0.763636364,0.454545455,0.472727273,0.436363636,0.254545455
104L,0.636363636,0.763636364,0.527272727,0.472727273,0.272727273,0.254545455
104L,0.690909091,0.763636364,0.527272727,0.4,0.490909091,0.218181818
104L,0.690909091,0.763636364,0.527272727,0.4,0.309090909,0.363636364
104L,0.654545455,0.763636364,0.527272727,0.472727273,0.363636364,0.363636364
104L,0.654545455,0.581818182,0.509090909,0.381818182,0.363636364,0.272727273
104L,0.690909091,0.672727273,0.509090909,0.327272727,0.327272727,0.272727273
104R,0.636363636,0.545454545,0.545454545,0.418181818,0.218181818,0.418181818
104R,0.636363636,0.636363636,0.545454545,0.436363636,0.218181818,0.418181818
104R,0.472727273,0.8,0.6,0.654545455,0.436363636,0.418181818
104R,0.563636364,0.8,0.6,0.654545455,0.436363636,0.236363636
104R,0.527272727,0.727272727,0.6,0.490909091,0.327272727,0.236363636
104R,0.509090909,0.672727273,0.418181818,0.545454545,0.509090909,0.181818182
104R,0.509090909,0.781818182,0.581818182,0.654545455,0.509090909,0.309090909
104R,0.327272727,0.745454545,0.545454545,0.654545455,0.509090909,0.327272727
104R,0.490909091,0.745454545,0.418181818,0.654545455,0.272727273,0.2
104R,0.636363636,0.745454545,0.418181818,0.654545455,0.272727273,0.2
104R,0.418181818,0.745454545,0.490909091,0.690909091,0.309090909,0.2
104R,0.563636364,0.745454545,0.436363636,0.436363636,0.309090909,0.345454545
104R,0.672727273,0.636363636,0.436363636,0.545454545,0.309090909,0.454545455
104R,0.636363636,0.836363636,0.581818182,0.654545455,0.472727273,0.309090909
104R,0.636363636,0.836363636,0.581818182,0.436363636,0.290909091,0.254545455
104R,0.581818182,0.654545455,0.581818182,0.6,0.290909091,0.254545455
104R,0.672727273,0.8,0.581818182,0.654545455,0.290909091,0.363636364
104R,0.545454545,0.727272727,0.545454545,0.509090909,0.363636364,0.363636364
104R,0.527272727,0.581818182,0.4,0.6,0.363636364,0.327272727
104R,0.636363636,0.581818182,0.4,0.6,0.363636364,0.327272727
104R,0.636363636,0.581818182,0.545454545,0.654545455,0.436363636,0.327272727
104R,0.436363636,0.581818182,0.272727273,0.490909091,0.436363636,0.345454545
104R,0.436363636,0.654545455,0.563636364,0.545454545,0.309090909,0.345454545
104R,0.690909091,0.727272727,0.545454545,0.672727273,0.309090909,0.181818182
104R,0.690909091,0.727272727,0.545454545,0.472727273,0.418181818,0.181818182
105,0.4,0.672727273,0.581818182,0.490909091,0.509090909,0.109090909
105,0.4,0.454545455,0.636363636,0.490909091,0.509090909,0.109090909
105,0.509090909,0.709090909,0.4,0.527272727,0.490909091,0.309090909
105,0.563636364,0.709090909,0.4,0.381818182,0.509090909,0.236363636
105,0.527272727,0.436363636,0.618181818,0.454545455,0.490909091,0.436363636
105,0.545454545,0.709090909,0.436363636,0.454545455,0.472727273,0.436363636
105,0.563636364,0.690909091,0.527272727,0.345454545,0.490909091,0.218181818
105,0.563636364,0.490909091,0.618181818,0.290909091,0.509090909,0.436363636
105,0.563636364,0.509090909,0.618181818,0.436363636,0.490909091,0.4
105,0.618181818,0.709090909,0.618181818,0.472727273,0.363636364,0.4
105,0.545454545,0.509090909,0.618181818,0.290909091,0.490909091,0.4
105,0.545454545,0.509090909,0.654545455,0.290909091,0.454545455,0.472727273
105,0.436363636,0.654545455,0.454545455,0.527272727,0.563636364,0.272727273
105,0.490909091,0.327272727,0.454545455,0.581818182,0.563636364,0.272727273
105,0.490909091,0.327272727,0.654545455,0.581818182,0.509090909,0.436363636
105,0.527272727,0.327272727,0.654545455,0.581818182,0.454545455,0.436363636
105,0.527272727,0.418181818,0.636363636,0.563636364,0.545454545,0.454545455
105,0.454545455,0.636363636,0.636363636,0.527272727,0.545454545,0.454545455
105,0.527272727,0.636363636,0.545454545,0.527272727,0.472727273,0.327272727
105,0.545454545,0.636363636,0.618181818,0.527272727,0.545454545,0.418181818
105,0.418181818,0.654545455,0.618181818,0.527272727,0.563636364,0.254545455
105,0.436363636,0.672727273,0.545454545,0.545454545,0.563636364,0.254545455
105,0.436363636,0.490909091,0.636363636,0.218181818,0.472727273,0.254545455
105,0.472727273,0.490909091,0.490909091,0.563636364,0.472727273,0.254545455
105L,0.618181818,0.672727273,0.290909091,0.581818182,0.418181818,0.436363636
105L,0.581818182,0.654545455,0.472727273,0.490909091,0.381818182,0.218181818
105L,0.672727273,0.654545455,0.509090909,0.490909091,0.363636364,0.363636364
105L,0.581818182,0.509090909,0.527272727,0.436363636,0.418181818,0.290909091
105L,0.6,0.509090909,0.490909091,0.545454545,0.472727273,0.290909091
105L,0.636363636,0.545454545,0.6,0.527272727,0.472727273,0.290909091
105L,0.581818182,0.545454545,0.6,0.509090909,0.472727273,0.290909091
105L,0.581818182,0.545454545,0.509090909,0.527272727,0.472727273,0.309090909
105L,0.581818182,0.545454545,0.509090909,0.545454545,0.472727273,0.327272727
105L,0.545454545,0.345454545,0.509090909,0.545454545,0.436363636,0.4
105L,0.581818182,0.345454545,0.563636364,0.509090909,0.4,0.236363636
105L,0.690909091,0.345454545,0.563636364,0.509090909,0.436363636,0.290909091
105L,0.709090909,0.345454545,0.618181818,0.509090909,0.418181818,0.363636364
105L,0.709090909,0.490909091,0.563636364,0.509090909,0.436363636,0.236363636
105L,0.709090909,0.490909091,0.563636364,0.4,0.436363636,0.236363636
105L,0.6,0.490909091,0.563636364,0.4,0.072727273,0.236363636
105L,0.6,0.618181818,0.527272727,0.509090909,0.436363636,0.236363636
105L,0.690909091,0.509090909,0.527272727,0.509090909,0.363636364,0.363636364
105L,0.6,0.509090909,0.527272727,0.509090909,0.454545455,0.363636364
105L,0.6,0.436363636,0.545454545,0.509090909,0.436363636,0.363636364
105L,0.618181818,0.436363636,0.636363636,0.509090909,0.436363636,0.4
105L,0.6,0.472727273,0.454545455,0.509090909,0.472727273,0.290909091
105L,0.6,0.527272727,0.418181818,0.509090909,0.472727273,0.290909091
105L,0.654545455,0.636363636,0.490909091,0.527272727,0.418181818,0.272727273
105L,0.581818182,0.636363636,0.563636364,0.327272727,0.490909091,0.4
105R,0.654545455,0.6,0.472727273,0.545454545,0.472727273,0.436363636
105R,0.654545455,0.6,0.472727273,0.545454545,0.527272727,0.436363636
105R,0.581818182,0.545454545,0.454545455,0.418181818,0.436363636,0.363636364
105R,0.581818182,0.636363636,0.472727273,0.581818182,0.436363636,0.363636364
105R,0.636363636,0.636363636,0.6,0.581818182,0.545454545,0.363636364
105R,0.636363636,0.709090909,0.509090909,0.527272727,0.454545455,0.4
105R,0.654545455,0.709090909,0.563636364,0.418181818,0.4,0.4
105R,0.563636364,0.709090909,0.418181818,0.545454545,0.4,0.363636364
105R,0.527272727,0.709090909,0.418181818,0.563636364,0.4,0.363636364
105R,0.672727273,0.363636364,0.418181818,0.327272727,0.472727273,0.327272727
105R,0.618181818,0.654545455,0.527272727,0.581818182,0.327272727,0.363636364
105R,0.545454545,0.745454545,0.472727273,0.545454545,0.327272727,0.290909091
105R,0.672727273,0.745454545,0.436363636,0.218181818,0.327272727,0.363636364
105R,0.672727273,0.672727273,0.472727273,0.218181818,0.454545455,0.345454545
105R,0.636363636,0.727272727,0.509090909,0.545454545,0.454545455,0.272727273
105R,0.545454545,0.727272727,0.509090909,0.545454545,0.418181818,0.272727273
105R,0.545454545,0.727272727,0.454545455,0.509090909,0.418181818,0.290909091
105R,0.545454545,0.563636364,0.490909091,0.654545455,0.454545455,0.290909091
105R,0.6,0.745454545,0.6,0.563636364,0.327272727,0.309090909
105R,0.527272727,0.781818182,0.436363636,0.563636364,0.327272727,0.181818182
